sex,length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight
F,0.64,475,0.19,1151,0.4365,281,0.3805
M,605,0.47,115,1114,0.3925,291,0.31
F,505,405,0.18,606,239,0.1235,0.18
M,0.35,265,0.09,0.2265,0.0995,0.0575,65
I,0.27,195,0.07,102,45,0.0135,34
F,0.37,295,0.1,0.2685,0.1165,56,0.0835
M,0.72,575,0.23,2.2695,0.8835,0.3985,665
M,0.65,515,0.18,1.3315,0.5665,347,405
M,565,435,185,1032,354,0.2045,0.31
F,635,505,185,1.3035,501,295,0.41
I,0.48,0.38,125,523,0.2105,0.1045,175
M,565,0.45,0.14,1.0055,0.3785,244,265
F,585,0.46,0.17,1.0835,0.3745,326,325
F,0.57,495,0.16,1.0915,452,275,315
F,0.62,485,175,1271,531,0.3075,0.37
F,0.64,505,0.19,1.2355,0.4435,0.3105,365
M,385,305,0.09,0.2775,109,0.0515,0.1
I,0.42,325,125,0.3915,0.1575,0.1025,115
M,0.57,455,0.15,0.96,387,0.2385,275
M,0.41,325,0.12,0.3745,158,81,125
M,665,535,155,1383,596,0.2565,485
I,345,285,0.1,0.2225,0.0865,58,75
M,635,0.51,155,1156,428,289,315
M,555,435,135,858,377,0.1585,0.29
F,695,0.55,0.16,1.6365,694,0.3005,0.44
F,0.61,495,0.19,1213,464,306,365
M,0.3,0.24,0.09,161,0.0725,39,0.05
F,575,0.48,0.15,0.8745,375,193,0.29
M,505,385,0.11,655,0.3185,0.15,185
F,595,465,145,1107,402,0.2415,0.31
F,625,475,0.13,0.8595,0.3195,0.1775,0.24
M,465,0.36,125,0.4365,169,0.1075,145
F,475,375,0.14,501,192,0.1175,175
M,0.46,355,0.11,415,215,82,0.13
M,485,385,125,0.4775,0.2,0.0785,0.17
M,525,415,0.16,0.6445,0.26,0.1575,0.22
F,655,0.53,0.19,1428,493,318,565
M,0.69,0.54,185,1.6195,533,353,555
M,0.55,0.45,0.17,0.81,317,157,0.22
F,0.58,475,165,1.0385,414,0.26,305
F,665,0.57,185,1522,0.6965,0.3025,405
F,605,475,145,1.0185,0.4695,225,0.27
M,535,0.42,0.16,0.72,275,164,225
F,495,375,0.15,597,0.2615,135,178
F,605,485,165,1.0735,437,205,0.33
F,0.71,575,175,1555,0.6465,0.3705,0.52
F,565,0.45,185,0.9285,302,0.1805,265
F,0.57,435,0.14,0.8085,0.3235,183,0.22
I,0.41,0.3,115,0.2595,97,0.0515,0.08
F,0.48,0.38,135,507,0.1915,0.1365,155
F,505,0.41,0.15,0.6345,243,0.1335,215
F,705,555,0.2,1.4685,0.4715,0.3235,0.52
F,395,0.3,105,0.3375,0.1435,0.0755,98
I,635,0.48,0.2,1.3655,0.6255,0.2595,425
F,385,305,125,314,146,0.0555,0.08
F,425,325,135,382,0.1465,79,0.14
I,0.54,435,145,0.97,0.4285,0.22,264
M,0.43,0.33,95,0.34,0.1315,85,112
F,455,365,0.11,385,166,46,0.1345
F,0.48,0.38,145,0.59,232,141,0.23
I,0.47,0.4,0.16,0.51,0.1615,73,198
M,415,0.32,0.1,0.3005,0.1215,0.0575,104
I,0.47,375,105,468,0.1665,108,0.17
I,445,345,0.13,0.4075,0.1365,0.0645,0.18
F,0.51,0.38,0.13,584,224,0.1355,185
I,435,0.34,0.11,407,0.1685,73,0.13
I,0.39,0.3,0.1,0.3085,0.1385,0.0735,85
I,0.58,445,0.17,1178,0.3935,0.2165,315
F,0.58,0.44,175,1073,0.4005,0.2345,335
I,0.54,405,0.15,0.7585,307,0.2075,0.19
M,0.33,245,85,171,0.0655,0.0365,55
I,0.61,0.46,0.17,1278,0.41,257,0.37
M,455,345,125,0.44,169,0.1065,135
M,0.33,235,0.09,163,0.0615,34,55
I,0.31,235,0.09,127,48,31,0.04
F,475,0.35,115,487,194,0.1455,125
M,545,0.41,145,873,0.3035,196,0.31
M,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26
M,575,435,0.13,1.0105,368,222,0.32
M,365,285,85,0.2205,0.0855,0.0515,0.07
I,0.34,0.25,75,0.1765,0.0785,0.0405,0.05
I,0.35,0.28,75,196,82,0.04,64
I,415,0.31,105,0.3595,167,83,0.0915
M,0.58,0.46,0.15,1.0165,491,221,265
F,0.58,0.48,0.18,1.2495,0.4945,0.27,371
F,595,475,165,1148,444,214,0.37
M,0.6,475,0.15,1089,0.5195,223,292
M,0.61,0.47,155,1.0325,497,0.2175,0.2785
F,0.63,475,0.15,1172,536,254,316
I,0.36,0.27,0.09,219,97,0.0405,65
I,365,0.27,105,0.2155,0.0915,0.0475,63
I,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645
I,375,285,0.09,257,0.1045,62,75
I,0.43,335,105,378,188,0.0785,0.09
M,0.48,0.37,0.13,643,349,0.1155,135
I,485,0.37,0.1,513,219,0.1075,0.13
F,0.49,0.4,115,569,256,0.1325,145
I,495,0.4,145,578,0.2545,0.1305,0.1645
M,0.52,0.39,0.12,0.6435,0.2885,157,161
M,0.55,0.44,155,0.9155,0.3645,195,0.25
F,555,0.42,0.11,931,0.4445,171,225
F,0.61,495,175,1.2635,0.53,315,0.3455
M,0.62,485,165,1.1325,0.5235,0.2505,0.2825
F,625,0.47,0.17,1255,525,0.2415,405
F,0.64,0.48,195,1.1435,0.4915,0.2345,353
M,0.64,0.5,0.17,1.4545,642,0.3575,354
M,0.66,525,0.18,1478,0.5815,381,372
I,0.44,0.33,0.11,0.38,197,79,0.09
I,0.47,355,145,0.4485,156,102,123
I,0.47,355,115,0.4155,167,84,139
I,475,0.42,0.16,0.7095,0.35,0.1505,0.1845
I,0.52,0.38,0.13,0.5345,0.2375,122,0.1535
M,555,0.44,0.15,838,0.4155,146,0.23
M,0.61,0.47,175,1214,0.5315,0.2835,325
M,625,0.47,175,1179,605,258,271
F,0.66,0.5,175,1.3275,556,0.2805,0.4085
F,0.7,0.56,175,1.6605,0.8605,0.3275,398
M,715,545,0.18,1.7405,871,347,449
I,215,0.15,55,41,15,9,0.0125
I,0.26,205,0.07,97,0.0415,19,0.0305
I,0.35,0.26,0.09,0.1765,72,0.0355,0.0575
I,0.43,325,105,309,119,0.08,98
M,435,335,0.11,0.4385,0.2075,0.0715,0.1315
I,435,0.34,0.12,396,0.1775,81,125
I,0.45,0.35,0.11,514,253,0.1045,0.14
I,475,355,125,0.4865,0.2155,0.1105,142
I,0.5,365,125,528,229,103,0.1645
M,505,0.39,115,0.5585,0.2575,119,0.1535
I,0.53,405,0.13,0.6615,0.2945,0.1395,0.19
I,0.53,0.42,0.13,658,296,0.1245,198
I,0.54,0.41,135,0.7025,0.31,177,0.2
M,0.58,0.47,165,1041,0.54,166,279
F,585,465,165,0.9355,0.4035,0.2275,259
F,585,0.46,165,1058,486,0.25,294
M,0.6,0.47,0.15,928,0.4225,183,275
F,0.6,475,0.17,1088,0.4905,0.2475,0.31
F,625,0.5,175,1273,564,302,374
M,625,0.49,165,1.1835,517,0.2375,0.39
F,0.65,0.52,195,1.6275,689,0.3905,432
M,655,525,0.16,1.46,686,311,405
F,655,0.53,165,1.2835,583,0.1255,0.4
F,0.66,0.5,155,1.3765,0.6485,288,335
M,0.66,515,0.2,1.6465,749,422,401
M,675,515,145,1265,0.6025,299,325
M,735,555,0.22,2333,1.2395,0.3645,0.6195
I,175,125,0.04,28,0.0095,8,9
I,395,0.3,0.09,0.2855,0.1385,0.0625,77
I,0.42,325,0.11,325,0.1245,0.0755,0.1025
I,495,375,115,0.5755,0.31,0.1145,0.1395
M,0.58,0.45,0.16,0.8675,0.3935,221,215
F,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045
M,615,495,0.2,1304,0.5795,0.3115,371
F,0.64,0.5,0.17,1.2645,565,0.3375,315
F,655,455,0.17,1275,583,303,333
M,0.66,0.53,175,1583,0.7395,0.3505,405
F,735,565,225,2037,0.87,0.5145,0.5675
I,285,225,0.07,0.1005,0.0425,0.0185,35
I,0.36,265,85,0.1895,0.0725,0.0515,55
I,435,325,0.1,342,0.1335,0.0835,105
I,0.44,0.32,95,0.3275,0.1495,59,0.1
I,475,365,105,0.4175,0.1645,99,127
I,475,0.35,125,0.4225,0.1905,79,0.1355
I,515,405,0.13,573,213,134,195
I,525,405,125,657,0.2985,0.1505,168
F,525,425,0.14,0.8735,0.4205,182,0.2225
I,0.53,395,125,0.6235,0.2975,108,195
M,535,405,0.14,0.7315,336,156,0.19
F,545,0.41,125,654,0.2945,0.1315,205
I,0.55,0.45,0.14,753,0.3445,0.1325,0.24
M,0.6,0.47,0.16,1012,441,0.2015,305
M,615,0.47,175,1242,0.5675,287,317
I,0.62,0.47,155,966,447,171,284
F,625,485,135,1.3025,0.61,0.2675,0.3605
I,0.63,0.49,0.17,1217,0.5515,212,0.31
F,0.63,505,195,1306,516,0.3305,375
M,0.65,495,0.16,1.2075,0.55,0.2695,0.32
M,0.65,0.51,175,1155,0.4955,0.2025,385
F,0.67,0.54,0.2,1.46,0.6435,328,0.4165
F,675,0.53,195,1.4985,0.62,375,425
M,685,535,175,1432,637,247,0.46
M,0.71,555,175,2.14,1.2455,0.3725,434
M,0.78,0.6,0.21,2548,1.1945,0.5745,0.6745
I,0.35,0.25,0.1,0.4015,0.1725,63,0.1255
I,0.38,0.28,95,0.2885,165,0.0435,67
M,0.43,0.31,0.13,0.6485,0.2735,163,184
I,465,0.36,105,452,0.22,159,0.1035
M,505,0.4,0.15,775,0.3445,157,185
M,515,0.37,115,0.6145,0.3415,155,146
F,0.55,415,0.18,1.1655,502,301,311
F,575,0.42,0.19,1764,914,377,0.4095
M,615,475,0.15,1.0375,476,0.2325,283
F,695,525,205,1.8185,819,0.4025,0.4525
I,0.36,265,85,0.1865,0.0675,37,0.0615
I,0.43,0.33,95,0.32,118,65,123
I,435,375,0.11,0.4155,0.17,76,145
I,0.45,335,115,0.3935,195,71,0.11
I,0.52,0.41,0.14,699,0.3395,129,0.1945
F,555,0.44,0.14,846,346,0.1715,0.2735
M,0.56,465,145,0.8875,0.3345,0.22,0.2695
I,565,0.43,125,0.6545,0.2815,139,0.21
I,0.58,0.42,0.14,701,0.3285,102,0.2255
F,585,0.42,155,0.9845,442,0.2155,0.2875
M,615,0.48,185,1.2205,0.4985,315,0.33
I,0.62,0.48,0.18,1.1305,0.5285,0.2655,306
M,625,495,155,1177,0.5055,278,345
M,0.63,0.49,0.16,1.09,407,224,354
F,0.63,475,0.15,1072,433,0.2975,315
F,0.65,495,175,1227,528,258,0.37
F,655,0.52,175,1472,0.6275,0.27,0.45
F,675,0.54,0.21,1593,686,318,0.45
M,695,0.58,0.2,1.8995,675,478,0.5295
F,695,535,175,1361,0.5465,0.2815,465
M,0.74,0.58,205,2381,0.8155,0.4695,488
M,515,385,0.13,623,0.2855,0.1285,175
M,465,355,0.12,0.5315,0.2725,97,0.1395
M,475,385,0.12,562,289,0.0905,153
M,565,445,0.14,836,406,0.1605,0.2245
M,595,0.46,155,1.03,0.4275,207,0.3305
F,605,0.48,175,1.1685,0.4815,0.2305,356
M,0.68,0.54,195,1.7825,0.5565,0.3235,0.4285
F,0.71,555,0.17,1.47,0.5375,0.38,431
F,545,0.42,175,754,256,0.1775,275
I,0.17,105,35,34,12,0.0085,5
M,0.57,0.45,155,0.91,326,0.1895,355
M,385,0.3,115,0.3435,0.1645,85,0.1025
F,485,0.4,155,731,236,183,255
M,0.41,335,115,0.4405,0.19,85,135
M,655,515,0.2,1373,443,0.3375,0.49
F,0.57,0.44,0.19,1018,447,207,265
F,0.55,465,0.15,1082,0.3575,194,0.19
F,0.63,475,175,1423,0.4155,0.3385,0.49
M,475,0.37,125,655,266,0.1725,185
I,0.32,235,65,0.1385,58,0.0225,0.05
F,0.49,385,0.16,656,0.2455,171,205
M,545,0.44,165,744,0.2875,204,0.25
I,0.33,0.25,75,0.1405,56,35,0.05
F,525,0.41,0.15,708,274,151,0.25
M,295,225,0.09,0.1385,48,46,0.05
F,645,0.5,225,1626,587,0.4055,0.41
F,0.61,0.49,0.17,1.1775,0.5655,0.2385,295
I,0.38,0.3,0.1,286,0.1305,56,0.09
M,0.54,425,0.12,817,0.2945,153,195
F,575,0.45,0.1,0.9315,431,222,235
M,495,0.38,135,0.6295,263,0.1425,215
F,595,0.5,0.18,1053,0.4405,192,0.39
M,635,0.48,235,1064,413,228,0.36
M,0.38,0.27,95,219,0.0835,0.0515,0.07
I,0.52,405,0.14,0.6765,0.2865,146,205
I,0.52,0.39,0.14,0.7325,0.2415,144,0.26
I,565,0.43,135,0.8545,321,0.1775,275
M,395,0.28,0.08,266,0.0995,66,0.09
I,0.5,0.38,155,0.6675,0.2745,156,0.18
F,0.49,0.37,115,541,171,0.1175,185
I,235,175,0.08,0.0645,0.0215,0.0175,0.0215
F,525,0.4,115,0.6295,0.2555,144,0.18
M,0.55,0.44,0.16,991,348,168,375
F,465,0.39,0.11,0.6355,0.1815,157,225
M,0.69,0.55,195,1777,769,0.38,0.4305
M,695,0.55,205,2173,1133,0.4665,496
I,0.27,0.19,0.06,99,0.0445,17,0.03
I,295,0.22,0.07,0.1365,0.0575,0.0295,35
I,375,0.29,95,0.2875,123,0.0605,0.08
I,0.42,0.32,115,409,0.2055,0.0935,105
M,495,375,115,0.6245,282,143,155
I,0.58,435,0.15,0.8915,363,0.1925,0.2515
F,645,525,0.17,1.37,0.6135,283,0.34
M,665,515,165,1.3855,621,302,0.3445
M,685,0.51,0.18,1.4545,0.6315,0.3105,0.3725
M,0.7,0.6,0.23,2003,0.8105,0.4045,0.5755
I,0.36,0.27,0.09,0.2075,98,39,62
I,375,0.28,0.08,0.2235,115,43,55
M,0.52,395,125,0.5815,0.2565,0.1265,0.17
M,0.66,505,0.19,1.4385,0.6775,285,178
I,0.33,245,65,0.1445,58,32,0.0505
I,365,0.27,0.09,0.2155,0.1005,49,0.0655
I,485,365,0.09,651,0.3165,132,0.18
I,0.52,0.41,0.14,0.5995,242,0.1375,182
I,0.56,0.44,155,811,0.3685,178,235
F,0.58,0.46,135,926,0.4025,208,275
M,625,0.47,145,1.7855,675,247,0.3245
F,635,0.5,0.18,1.2565,539,292,0.35
F,645,0.5,0.15,1159,0.4675,0.3355,0.31
I,545,405,0.13,658,327,0.1445,174
I,395,0.31,85,317,153,0.0505,0.0935
I,455,335,105,0.4055,175,92,0.1185
I,0.48,335,125,524,246,0.1095,145
I,485,375,0.11,464,0.2015,0.09,149
I,565,465,0.15,1.1815,581,0.2215,0.3095
M,0.57,445,0.16,1.0145,516,164,0.3
M,0.59,0.45,155,874,369,0.2135,0.24
M,0.6,0.47,0.13,1.0105,423,219,298
M,615,475,205,1337,0.5995,0.2815,0.37
M,0.63,485,0.18,1.2435,0.5175,308,0.37
M,635,0.5,0.18,1.2915,594,0.2695,0.37
F,0.65,495,0.16,1.3105,577,0.3315,355
F,675,0.52,175,1494,0.7365,0.3055,0.37
M,0.68,545,185,1672,0.7075,364,0.48
F,0.71,545,175,1907,0.8725,0.4565,475
I,0.42,305,0.1,0.3415,0.1645,0.0775,86
M,0.51,0.41,155,1.2825,569,291,0.3795
F,605,465,155,1.1,547,0.2665,0.2585
M,625,0.48,0.16,1.2415,0.6575,0.2625,0.2785
F,0.64,505,175,1.3185,0.6185,302,0.3315
M,0.65,525,185,1.3455,586,278,0.3865
M,0.35,265,0.09,197,73,0.0365,77
I,0.46,365,0.11,0.4495,0.1755,102,0.15
I,0.54,415,135,709,0.3195,174,185
I,0.58,425,145,0.83,379,0.1605,0.2575
I,585,0.47,0.17,985,0.3695,0.2395,315
F,615,495,155,1.0805,0.52,0.19,0.32
F,635,495,175,1.2355,0.5205,0.3085,347
F,645,535,0.19,1.2395,468,0.2385,424
F,0.65,505,165,1357,0.5725,281,0.43
F,655,0.5,0.22,1359,642,0.3255,405
M,695,0.55,195,1.6645,727,0.36,445
I,0.37,0.28,0.09,218,0.0995,0.0545,0.0615
F,0.56,0.44,135,0.8025,0.35,0.1615,259
M,385,255,0.1,0.3175,137,68,92
I,0.39,0.31,85,344,181,0.0695,79
M,0.52,385,165,791,375,0.18,0.1815
M,0.71,555,195,1.9485,0.9455,0.3765,495
